rubric_title,course,module,criterion,level4_name,level4_points,level4_description,level3_name,level3_points,level3_description,level2_name,level2_points,level2_description,level1_name,level1_points,level1_description
24-diesel-technology-capstone - week-05-service-procedures,24-diesel-technology-capstone,week-05-service-procedures,(list objectives for Diesel Technology Capstone),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel technology capstone).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel technology capstone).,Approaching (2),2,Partial performance showing basic (list objectives for diesel technology capstone).
24-diesel-technology-capstone - week-06-review,24-diesel-technology-capstone,week-06-review,(list objectives for Diesel Technology Capstone),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel technology capstone).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel technology capstone).,Approaching (2),2,Partial performance showing basic (list objectives for diesel technology capstone).
Course Rubric — DRAFT,25-electric-vehicle-capstone,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,25-electric-vehicle-capstone,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,25-electric-vehicle-capstone,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,25-electric-vehicle-capstone,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
25-electric-vehicle-capstone - week-01-introduction,25-electric-vehicle-capstone,week-01-introduction,(list objectives for Electric Vehicle Capstone),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electric vehicle capstone).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electric vehicle capstone).,Approaching (2),2,Partial performance showing basic (list objectives for electric vehicle capstone).
25-electric-vehicle-capstone - week-02-fundamentals,25-electric-vehicle-capstone,week-02-fundamentals,(list objectives for Electric Vehicle Capstone),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electric vehicle capstone).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electric vehicle capstone).,Approaching (2),2,Partial performance showing basic (list objectives for electric vehicle capstone).
25-electric-vehicle-capstone - week-03-components,25-electric-vehicle-capstone,week-03-components,(list objectives for Electric Vehicle Capstone),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electric vehicle capstone).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electric vehicle capstone).,Approaching (2),2,Partial performance showing basic (list objectives for electric vehicle capstone).
25-electric-vehicle-capstone - week-04-diagnostics,25-electric-vehicle-capstone,week-04-diagnostics,(list objectives for Electric Vehicle Capstone),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electric vehicle capstone).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electric vehicle capstone).,Approaching (2),2,Partial performance showing basic (list objectives for electric vehicle capstone).
25-electric-vehicle-capstone - week-05-service-procedures,25-electric-vehicle-capstone,week-05-service-procedures,(list objectives for Electric Vehicle Capstone),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electric vehicle capstone).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electric vehicle capstone).,Approaching (2),2,Partial performance showing basic (list objectives for electric vehicle capstone).
25-electric-vehicle-capstone - week-06-review,25-electric-vehicle-capstone,week-06-review,(list objectives for Electric Vehicle Capstone),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electric vehicle capstone).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electric vehicle capstone).,Approaching (2),2,Partial performance showing basic (list objectives for electric vehicle capstone).
